age,limit_bal,pay_delay,bill_amt,pay_amt,education,prob,default
57,223553.89413175883,7,28706.958769028646,4605.067132521441,2,0.9994717474204359,1
74,187155.99659963365,3,43631.29171503001,0.0,3,0.7000505439162237,1
56,175227.36142292625,6,78518.63998184522,0.0,1,0.9987475070626387,1
66,94553.55584094336,1,21313.65933294843,0.0,2,0.09461179517287836,0
45,221775.55344264492,4,51336.102722901785,0.0,2,0.9290111995648851,1
29,113744.42128250115,2,60759.590733815494,29867.028921455174,1,0.44857536945760185,0
54,140886.6885557533,7,103675.62115578647,11329.125107953885,1,0.9998574247278119,1
21,129692.99510995735,5,0.0,0.0,1,0.9881479901244109,1
24,117736.37496634998,4,76581.9342790012,3857.974157486628,3,0.9670565439669373,1
35,248420.67663037567,-2,0.0,9500.41489525877,2,0.0001793751864902367,0
56,262905.35887013696,4,100146.49954951167,1479.9058723517192,1,0.9473281250544291,1
64,210892.04398450558,6,0.0,8168.599822155586,4,0.9955713209978487,1
51,60190.144912934775,-2,73107.54819647287,7524.577582795879,1,0.0012213403112051404,0
68,263847.6119609296,4,120499.33786657613,10707.702087801666,1,0.9548758964917833,1
39,95045.72001106259,-2,76971.79698249442,1548.266697092684,4,0.0008657982069685932,1
64,25170.60208455236,1,87420.87705891291,4189.549061258448,2,0.2348680480144598,0
24,68874.46456917765,4,32819.046806869184,17679.085501820162,2,0.9622722718343735,1
50,195948.34266233884,-2,63810.09589789843,19865.42093550568,1,0.0004817513323432242,0
61,99684.37160537802,3,74084.48266860665,11054.988649075665,1,0.8571879372334703,1
61,133651.24507709735,0,97428.58582855974,6538.988997895996,3,0.028281722559790373,0
39,214542.38644384814,5,26834.254553353334,0.0,2,0.9839380316439468,1
42,153030.3995591679,2,33743.48326956473,4824.194947358084,2,0.3281056833552023,0
68,222086.30721901247,-1,44545.20161042471,3421.283731381566,2,0.0018779652685513182,0
54,201601.33514520482,7,164596.36798345327,21166.733704316484,1,0.9998879755000329,1
56,10000.0,6,67800.00268670761,11782.814851923402,4,0.9993171962337828,1
49,126434.49962707108,4,45014.78819689799,0.0,2,0.9552558537613999,1
36,226093.21366231414,3,53993.718500347444,2514.9231666268233,1,0.7102423409071228,1
69,119824.5700168743,0,67578.55632546099,0.0,1,0.026350928390558515,0
55,10000.0,-1,63382.008656577935,6836.0565965472815,1,0.008439705346012303,0
56,221788.91672160194,2,125848.40801833494,16517.068244215327,2,0.4450992224355741,0
63,123870.13331457572,5,83738.28285274727,0.0,3,0.9941765178513491,1
22,245745.33672768995,1,47369.07299350427,0.0,2,0.055615565039359105,0
38,265817.0386619256,1,28594.741089813208,4990.992804826944,1,0.042892720478571664,0
22,96530.02533603729,2,58205.75244738745,8964.910681753958,2,0.4683042611828975,0
48,158814.44622250865,2,17023.454035503215,8039.386294403588,1,0.2953990919360361,0
43,168009.3381630722,6,54965.72229197705,0.0,2,0.9983783387247381,1
70,218940.67953626937,6,144125.58133562002,8556.577913922918,1,0.9991428133466225,1
35,146419.3887011364,-2,64641.13589147484,15329.123078945191,1,0.0006689337746990363,0
47,194246.1429620196,2,100870.04350606844,639.818560665849,2,0.43631470438256165,0
45,174248.15079602643,6,139878.69333123535,0.0,3,0.9992469941202826,1
59,209408.39673882336,-1,125840.21307951144,25031.408038817794,3,0.004093266433621109,0
22,66462.23875390731,5,65383.669178095166,0.0,2,0.9954932663812521,1
42,151704.5992284089,2,114032.74668167642,2425.8761959720723,1,0.5495000072254375,0
72,167505.54968374403,-2,86239.94620648405,3309.167596749152,2,0.0006907187115854649,0
28,193401.23548284403,-1,54533.844635634254,2225.850987732745,2,0.0025703097099568995,0
54,122285.09982519201,-2,76171.53849059186,0.0,1,0.0008956753525070475,0
23,169913.08789400235,3,0.0,11471.07980830054,1,0.6573407834259003,1
33,84856.99575413742,4,95808.23315544959,0.0,1,0.9804590922287314,1
31,90773.65073290304,0,0.0,1365.9459494819243,3,0.014127401442125896,0
55,178430.0968536077,5,49385.46507538507,16098.290137174588,2,0.9889153770509006,1
54,154124.36506599674,6,84786.32909393506,13290.735098943736,2,0.9988393335593679,1
29,54601.44585740178,4,61868.769791368155,3316.88092887373,2,0.9750299925408088,1
61,161020.29538217036,6,26310.66348789118,2128.781827032333,2,0.9978560695939096,1
69,134890.4920556419,1,51993.26523743184,98.91669513738543,1,0.1080485243750748,0
56,272284.8651435092,0,73107.3474811177,0.0,1,0.011739534178868576,0
67,147585.2114283318,7,0.0,24574.51022723622,3,0.999473197541775,1
58,201809.11817756493,7,82161.44878858098,0.0,3,0.9997166532245464,1
36,281412.8234748987,3,31974.445286138558,10049.513552653476,2,0.5621174143879474,1
60,350617.9828405547,5,52541.19693526193,10218.176940529476,2,0.9715044010670947,1
45,98718.72672099492,7,67879.19221860975,8380.55052945987,2,0.9998302278494399,1
45,131515.22560804078,-1,88326.10232495893,2060.6968871826293,4,0.0044663682711397765,0
74,259392.12221907376,1,54050.616369311705,13501.353116797587,2,0.05028274165021799,0
24,123780.6066666589,-1,0.0,12721.216026724447,2,0.00213535860971164,0
43,179648.64870594293,1,49052.310328985455,7637.240387743974,4,0.06823456760454336,0
35,170406.56350942067,3,77559.15534407302,12342.282759165853,2,0.7964868189893268,1
54,249107.99077387672,7,70224.18340205973,0.0,3,0.9995788294493949,1
58,119872.42215812118,5,68692.86509924194,0.0,2,0.9938397948449842,1
46,184820.3165736851,4,66088.72597185649,0.0,1,0.953025122953742,1
24,157913.23830104887,6,47876.78257907386,16951.91211485342,3,0.9981692147151034,1
60,69335.28909805905,-2,31049.653008978312,0.0,3,0.0006618999421211304,0
51,210593.90544403048,4,81803.14617925626,3885.3241185620855,1,0.9527385302027578,1
58,175407.59126653415,3,8792.77976998307,9190.435569096095,2,0.6485404674824139,1
56,236306.79314079526,-1,74845.38410839133,0.0,1,0.0025925598365459947,0
49,214940.72787834867,3,7144.2334459767735,0.0,1,0.6162075891110429,1
74,183222.37522123626,1,76718.57103397988,0.0,1,0.10496386955266453,0
37,195868.9976138356,0,45718.694025873614,6982.396462823862,2,0.012832769897509361,0
30,169131.94277067686,7,68864.75791397248,11675.473235581567,1,0.9997643505246406,1
24,212369.68165887194,6,92638.2863739464,10806.657550173635,1,0.9986490422955996,1
68,152400.5230824752,-1,44058.828016972235,0.0,2,0.0028398470099103975,0
51,180347.13330273918,-1,20147.744348961314,12580.315497341222,2,0.001839462977781685,0
67,130342.33810702409,5,143120.60174532043,8068.495527342597,3,0.9966150001524878,1
25,129086.303426157,6,15436.856191997831,12711.379540365113,2,0.998011661852377,1
41,243440.27082612726,-1,88655.52963400212,9589.360263808718,2,0.002628034954509089,0
65,24894.824694246025,0,13148.2342003987,4386.6495550324125,3,0.022599576165011077,0
57,168523.74602226564,1,84610.18081331822,0.0,1,0.12358781144284604,0
65,71512.05060254283,7,116297.5645566891,5136.64000162543,3,0.9999049351024099,1
28,103134.91145312937,1,36477.44983517156,529.3980922693281,3,0.10091574250951703,0
39,169897.78082552156,0,128820.20858422444,25476.227653325666,1,0.03474012298649482,1
38,261365.6736779404,0,43490.74162209804,5118.4561458421,2,0.008624468327233726,0
61,179679.0579951642,-2,84864.09510075129,0.0,3,0.000603931616078827,0
51,165180.5248930122,-1,36369.60973416144,7895.9174362547,1,0.002588340003526094,0
36,233063.19431870553,1,12768.398687199755,7237.659267079705,2,0.04098637330803803,0
21,99913.5629142086,0,52044.04281029611,15388.0132495542,3,0.02193258755944555,0
34,142372.17292031553,3,31628.472367280232,2270.9960495171017,2,0.7480775508978861,1
44,152525.92978251065,-2,71350.36017409882,6174.191622102822,2,0.0006584566647265774,0
70,163676.42817500042,4,0.0,9591.444922931425,3,0.9050995610751689,1
46,74630.49425193825,0,136997.47239080904,584.5969883579864,1,0.06868781051684746,0
45,99814.32592664968,7,124830.58675100101,14097.467151247729,1,0.999909893711214,1
73,136738.80666769022,-2,21197.734461024986,15806.341187789601,1,0.0004348385494317769,0
34,53023.1981002587,5,65798.77481231309,11025.3284926528,1,0.9959428458297429,1
21,10000.0,6,26083.92776900786,10580.972179460732,2,0.9991221382209213,1
42,176219.71759615597,-2,90334.16934177608,17455.850683925586,1,0.000722359111823459,0
45,220146.47168512424,5,79267.0024910288,0.0,3,0.9895165678970581,1
38,43995.22937397171,3,138315.970318234,5280.046049218706,1,0.9439294561900243,1
37,219309.29879880318,5,114098.01508369402,12917.568383239533,1,0.9934294325421661,1
49,155982.1431308409,1,0.0,14829.664511793875,3,0.05015863576817548,0
63,196811.1565968861,-1,112183.70029839892,6901.776598590616,2,0.004340214668271979,0
66,145953.00788532558,3,22790.797148216872,14347.911446627748,3,0.697304606335014,1
66,199171.52384654578,-2,4623.7547356392315,3336.8420655071427,4,0.00021583009826241876,0
34,10000.0,7,0.0,9445.902726721124,2,0.9997979834763672,1
43,143904.34623808408,2,14900.58387319959,17704.04823368279,3,0.274547718096717,0
50,158013.5710394779,4,44754.220517552996,8528.312826508325,2,0.9450242007467711,1
69,338781.75474636897,7,78626.58809113418,8499.877594683006,1,0.9994081977634344,1
39,246761.6561954309,0,47660.08277988534,8097.586845629215,1,0.010393631921020453,0
28,150330.6306123893,1,12728.736893903428,0.0,3,0.06255073614420435,0
23,178455.47056909685,-1,78178.19953996269,8805.883997495419,3,0.003280259520831953,0
31,106178.90973225015,6,46466.340397944965,0.0,3,0.998692712180478,1
34,288514.30008258746,6,83996.017359316,0.0,3,0.9974133026507043,1
27,180653.52181249543,3,27738.25779930218,0.0,2,0.6980941679949524,1
34,188855.1167352412,5,17623.868920320136,5763.581492876524,2,0.984579181735037,1
30,166869.16816704697,5,71323.9567739718,1523.0704401578787,2,0.9922924702109666,1
33,219574.06053555929,3,41950.522869978246,14629.494934743954,4,0.6369278573822028,1
38,116379.36818398119,-2,16025.859740387576,0.0,3,0.00043972887963326685,0
53,218723.68465421884,3,17346.657124833946,686.9251339994198,2,0.6177476859055079,1
38,189354.41610850472,1,73257.28416146197,2395.5747426877883,1,0.10089078255336943,0
47,90100.0300815266,7,73215.41978486293,13001.956499334068,3,0.9998332522765397,1
41,150425.82883613603,1,115212.2291092322,9857.139733021475,1,0.17459979143208593,0
59,84538.39688652338,7,119511.34388661379,0.0,2,0.999909582969934,1
63,245324.06501201162,6,116357.9242632784,9260.858270350825,2,0.9985771632411696,1
57,185716.88169961498,3,137705.6762570413,7651.409430933618,3,0.8604751100521847,1
67,254378.5359857216,3,80126.875100365,5642.29232805901,2,0.7087811417731259,1
41,156448.62204964174,7,6088.409992777582,0.0,2,0.9995633092055026,1
70,77570.78298545342,6,69784.90564457125,0.0,2,0.9991581730283429,1
41,178786.0533029512,0,22909.854215849606,3039.004510808297,3,0.010562566886129617,0
65,196980.61293958724,1,4992.503315669208,763.8477074575558,2,0.04613962952832812,0
73,228078.72402352415,4,5758.111650615174,8812.59667413,1,0.8887402335522638,1
30,191182.73895699278,6,77980.68582608335,1475.401470935392,1,0.9986456282998827,1
62,16659.365360781027,2,63884.41641692653,13166.573291575143,1,0.6027770303536001,0
49,25532.847066805203,2,0.0,4799.866217451869,2,0.4194503718644575,0
74,162107.75469253928,5,74437.94857394717,0.0,2,0.9924571541452084,1
52,270169.21183956903,2,155836.29582741333,7458.618692808397,2,0.4599420060892205,0
58,185817.20240760545,0,0.0,4535.416165285971,3,0.007850593758360048,0
38,178196.99977509712,7,173168.76648834007,8763.231745556503,1,0.9999155114956098,1
22,136099.00885102717,7,66899.84396129327,6920.359728246158,1,0.9998064280939775,1
38,252623.4284882171,3,64123.84130039216,8061.598033068835,3,0.6647558764409287,1
70,68659.2340129178,5,115881.25499517398,11996.219051298922,2,0.9970404559496079,1
52,22748.024138446563,3,58346.33614579592,2076.1184022828224,2,0.8857657875789047,1
43,131806.3495395475,-1,90397.6566152339,0.0,3,0.004928504793853061,0
28,202712.84675846976,1,150454.5929916828,2399.0147968613833,4,0.15842680359244302,0
53,209115.67232987576,1,52037.1364809014,26098.940328559926,3,0.05975487242726913,0
63,170118.92248142543,6,48838.305297462706,5602.174744959669,3,0.9980509519882562,1
62,251685.7496688114,3,111170.47979932479,12422.708570304818,1,0.782288999761836,1
37,155277.9602484803,4,32743.107764750206,0.0,1,0.9451931351773009,1
51,77280.18443890261,5,56054.59824258554,0.0,2,0.9945646755587441,1
53,122121.11375784827,0,0.0,4433.1039266988055,1,0.013127921401565538,0
63,181584.90169168726,2,34655.91004859771,0.0,2,0.293284220267457,0
44,131203.9436980345,4,22040.48647226696,7229.124181665487,2,0.9414188243853123,1
36,136005.60943969278,2,98670.35328465937,845.3181592192359,2,0.5181308716659225,1
33,160093.21571447796,5,53544.037016137816,16403.713385995412,2,0.9906417267646113,1
21,114170.68705788316,3,44494.62519294348,0.0,3,0.791874629536865,1
38,236320.77113888907,2,125636.2602197726,5002.735112626188,1,0.45466809472879743,0
58,157374.16860214664,3,39852.26902966252,0.0,1,0.7576358735579091,1
69,142329.31179472234,2,76940.23063711377,720.2963605000778,3,0.42763560242422527,0
22,147705.73698601604,4,85325.53592731376,10050.562310191493,2,0.9659839939040761,1
22,98913.90476983826,-1,103097.61449011696,16298.094981177248,1,0.0075720165812045,0
33,183842.87797843205,4,75927.59645155903,10505.24110080261,2,0.9536991753228858,1
23,11286.207741627004,1,65055.18217557019,0.0,2,0.21813288467815625,0
38,219486.555018713,7,56362.623902503445,2822.0576343339967,3,0.9995940721062267,1
74,79991.22862442433,0,2239.0172048106615,0.0,1,0.017024507255128194,0
25,193687.1384665143,2,78176.53223674242,5531.526437711984,3,0.36536404396887995,0
59,186792.02130462162,0,26363.177325590812,26970.96505619737,2,0.010182834054257257,0
30,90550.36739564396,0,57705.33521411149,3493.9234400104424,3,0.02523194429639383,0
54,209222.74669223325,5,24003.731631569804,3320.6320410899534,3,0.9823789377104921,1
44,124268.13210864282,0,135061.3549657797,3815.6426499787985,1,0.05085874227997372,1
43,192314.84375663192,3,31205.598800424043,9803.554442233679,1,0.6959966006323973,1
43,162921.97217230772,3,61989.810031513225,7307.8544928688725,1,0.7902909047188459,1
30,44795.63127699365,3,97908.47026367471,11786.971234529477,3,0.9043836706905765,1
31,152419.7251884763,-1,81276.82204478135,3530.0003690354088,2,0.00426923777484135,0
31,311059.716383568,2,81810.92661948861,4786.85050565436,2,0.2431815129923727,0
28,184147.238401714,-2,82203.3699838423,13018.18979038881,1,0.0006522987568430946,0
60,101299.44610837392,1,68467.95037879248,6775.8378305680335,1,0.1471785619195165,0
71,206321.20594573233,3,82138.71605552586,14970.917675809593,3,0.7477759123207316,1
65,10000.0,-1,75648.96653626929,7834.784920656517,2,0.00880795537612155,1
46,152266.1396066353,2,46943.49559532452,0.0,1,0.37905758131123657,0
62,138482.23126230956,3,1075.9770945738928,15263.349873654906,2,0.6737996971835553,1
68,194657.48604380302,5,63315.62245678466,23830.304611698506,2,0.9890312582248537,1
54,67259.13126879062,4,67494.56964205061,5401.594763412737,2,0.9738469851647469,1
31,35100.846534971686,-1,94614.51837307579,2564.6540784210224,1,0.01042377985174763,0
44,317800.8491235654,-1,58605.46983658057,0.0,1,0.0013777141849343954,0
71,391902.5162097913,4,35536.32652782315,15832.07254881808,1,0.8028996286909911,1
35,206366.11336460413,6,58570.67726877238,12259.63026561605,2,0.9979803348407901,1
50,24757.821802524923,-2,118432.54243052826,23112.70849051156,2,0.0021257413724326333,1
62,260629.77912325872,2,226049.65588158404,5555.069649102266,2,0.6495201782582488,1
74,210646.39895520732,-2,23079.958381903045,3666.396849622445,3,0.00025966347633287975,0
40,145297.38787353862,3,28955.428392110007,13704.850342006654,1,0.7447317899798698,1
73,255672.8002135898,4,61702.53985815672,10749.996794687831,3,0.9126726242957197,1
34,146548.7724744446,6,46667.31763153608,5719.868630530368,1,0.9985333461680854,1
73,86345.69266635308,2,14856.633935313963,0.0,2,0.36917086004228,0
26,203057.23522051962,6,17368.056638504422,2915.6038336660504,2,0.997088435542243,1
56,146885.66396121273,6,91660.32687786079,8678.190403556177,2,0.998977195158485,1
70,164866.76620151324,1,19283.418173786267,2277.858632786713,3,0.05877516409811834,0
32,244347.0247775365,3,91828.64901543417,146.42904744177486,1,0.7671154241547268,1
50,104640.13312470065,5,0.0,4189.258161319672,2,0.9885397299105102,1
33,168356.8291566744,7,117175.70560405281,7713.51895302115,2,0.9998486860808611,1
70,159529.9143493022,2,64563.496582973006,17395.359629918217,2,0.3762881923361676,0
42,219438.39474786085,-2,107289.60680307972,10089.720704674828,3,0.0005944925350577214,0
26,174654.00709800658,7,49112.44402274865,0.0,3,0.9996705673964831,1
72,231670.62568019793,-1,8580.177514655348,0.0,1,0.0013243376762483799,0
57,240358.5850358336,7,112971.3276827995,4745.652158598274,2,0.9997556856978815,1
70,271736.0362189567,7,0.0,392.8718637605407,1,0.9991229943218446,1
54,195791.6086423482,0,14180.443464728662,12071.804605055551,4,0.007825073177227453,0
55,106837.8024183684,-2,144963.1034471576,24887.77691673642,2,0.001710644064177521,0
62,98236.18884730185,6,62910.71455685439,4607.787884275922,1,0.9990425293901235,1
36,214108.57890844392,7,97065.83696580015,11127.037299305037,1,0.9997698533895084,1
54,97107.46171090867,2,58562.415921548054,5486.72840402743,2,0.46338413347676133,0
55,150864.1667884812,6,89929.81371314623,14230.449041988535,2,0.9989157254370656,1
58,170364.33004101797,0,0.0,16099.433313380814,1,0.009511594485167781,0
64,194932.94462421883,1,25296.23190251569,2619.0397053698352,1,0.060554828561290575,0
74,255770.87152627815,1,34356.184690366084,1254.7061181890472,2,0.043918567483519695,0
27,229285.33526651998,-2,50324.57873443561,222.1359366879933,2,0.0003505612492069629,0
44,246302.5722420357,0,46198.91503676249,872.2909562226887,3,0.0090964943786111,0
63,231504.89945653942,7,34563.431144347705,14831.368921896272,2,0.9994580752826825,1
57,197098.8498304917,2,112377.05207782051,0.0,1,0.4772072567752897,0
64,61473.400496969756,6,14961.795772633144,15578.589397409292,2,0.9985888618512048,1
42,39751.89267727807,5,0.0,11080.325148158008,3,0.9914420937166729,1
44,145276.62261559555,1,90629.67509746371,0.0,3,0.13139165889550672,0
40,279959.8276765405,-2,66960.19956163828,6938.21591092169,2,0.00029876295286626587,0
74,177360.2765936817,2,81914.16711227984,14553.151140316739,2,0.39527082915500333,0
33,321475.7459821584,6,52999.62542513549,0.0,2,0.9959821629873058,1
34,109759.79898249963,-1,0.0,0.0,3,0.0022302231638975547,0
